aerolinea,origen,destino,distancia_km,fecha_partida,retraso,target_texto,fecha_iso
AR,GRU,MIA,5089,2025-08-10 00:02:00,1,Retrasado,2025-08-10T00:02:00
LA,AEP,GRU,2386,2025-02-17 18:04:00,0,Puntual,2025-02-17T18:04:00
G3,LIM,MAD,810,2025-09-04 19:35:00,0,Puntual,2025-09-04T19:35:00
G3,LIM,GRU,11260,2025-03-27 23:36:00,1,Retrasado,2025-03-27T23:36:00
AR,LIM,AEP,2104,2025-01-23 00:31:00,0,Puntual,2025-01-23T00:31:00
LA,EZE,MIA,6159,2025-05-03 01:09:00,0,Puntual,2025-05-03T01:09:00
IB,SCL,MIA,4482,2025-11-11 08:51:00,1,Retrasado,2025-11-11T08:51:00
IB,LIM,BOG,9060,2025-04-27 01:29:00,1,Retrasado,2025-04-27T01:29:00
LA,MIA,AEP,4046,2025-01-04 08:44:00,0,Puntual,2025-01-04T08:44:00
AA,MAD,GRU,5341,2025-10-15 08:09:00,1,Retrasado,2025-10-15T08:09:00
AR,BOG,AEP,6674,2025-04-12 13:16:00,0,Puntual,2025-04-12T13:16:00
LA,BOG,MIA,5851,2025-05-13 04:40:00,0,Puntual,2025-05-13T04:40:00
IB,GRU,MIA,8517,2025-07-05 09:43:00,0,Puntual,2025-07-05T09:43:00
G3,MAD,LIM,1497,2025-03-22 11:51:00,1,Retrasado,2025-03-22T11:51:00
IB,AEP,BOG,996,2025-12-27 03:53:00,1,Retrasado,2025-12-27T03:53:00
G3,MAD,LIM,6185,2025-09-06 20:24:00,1,Retrasado,2025-09-06T20:24:00
AR,EZE,BOG,1463,2025-08-09 18:27:00,1,Retrasado,2025-08-09T18:27:00
G3,GRU,MIA,10696,2025-02-27 16:19:00,1,Retrasado,2025-02-27T16:19:00
LA,GRU,MIA,1698,2025-04-17 05:06:00,0,Puntual,2025-04-17T05:06:00
G3,EZE,GRU,11037,2025-07-06 18:18:00,1,Retrasado,2025-07-06T18:18:00
AA,MAD,SCL,6410,2025-11-05 18:23:00,1,Retrasado,2025-11-05T18:23:00
LA,LIM,EZE,5984,2025-05-18 07:33:00,1,Retrasado,2025-05-18T07:33:00
AR,EZE,BOG,1076,2025-08-30 15:05:00,0,Puntual,2025-08-30T15:05:00
LA,LIM,AEP,3660,2025-11-04 17:54:00,0,Puntual,2025-11-04T17:54:00
AA,MIA,EZE,553,2025-08-12 06:59:00,0,Puntual,2025-08-12T06:59:00
AR,EZE,GRU,728,2025-11-14 15:44:00,0,Puntual,2025-11-14T15:44:00
IB,LIM,GRU,9470,2025-02-15 08:05:00,0,Puntual,2025-02-15T08:05:00
AA,MAD,SCL,1484,2025-04-17 20:46:00,1,Retrasado,2025-04-17T20:46:00
AR,LIM,SCL,9160,2025-04-05 05:28:00,0,Puntual,2025-04-05T05:28:00
G3,EZE,SCL,2967,2025-02-17 00:33:00,0,Puntual,2025-02-17T00:33:00
LA,AEP,MAD,10541,2025-11-08 23:37:00,0,Puntual,2025-11-08T23:37:00
AR,BOG,EZE,1031,2025-11-14 12:19:00,0,Puntual,2025-11-14T12:19:00
LA,EZE,GRU,11727,2025-04-14 10:39:00,0,Puntual,2025-04-14T10:39:00
G3,BOG,MIA,8528,2025-02-02 12:11:00,0,Puntual,2025-02-02T12:11:00
AR,EZE,LIM,1061,2025-06-13 05:17:00,0,Puntual,2025-06-13T05:17:00
IB,MAD,MIA,589,2025-11-09 03:02:00,1,Retrasado,2025-11-09T03:02:00
AA,MIA,AEP,6235,2025-08-15 01:31:00,0,Puntual,2025-08-15T01:31:00
AR,MIA,LIM,10098,2025-10-02 13:00:00,1,Retrasado,2025-10-02T13:00:00
G3,BOG,MAD,3645,2025-08-18 05:33:00,1,Retrasado,2025-08-18T05:33:00
AR,SCL,MIA,1792,2025-10-15 22:03:00,0,Puntual,2025-10-15T22:03:00
LA,SCL,BOG,4610,2025-12-12 16:13:00,0,Puntual,2025-12-12T16:13:00
AR,MAD,BOG,7996,2025-07-03 05:26:00,0,Puntual,2025-07-03T05:26:00
IB,LIM,AEP,8059,2025-10-24 23:29:00,1,Retrasado,2025-10-24T23:29:00
AR,MAD,MIA,4281,2025-10-09 16:41:00,0,Puntual,2025-10-09T16:41:00
AA,SCL,AEP,4567,2025-06-25 15:23:00,0,Puntual,2025-06-25T15:23:00
AR,MAD,EZE,4005,2025-11-28 10:07:00,0,Puntual,2025-11-28T10:07:00
LA,AEP,LIM,2891,2025-02-20 08:39:00,0,Puntual,2025-02-20T08:39:00
AR,GRU,AEP,1718,2025-10-15 23:50:00,0,Puntual,2025-10-15T23:50:00
IB,SCL,AEP,10637,2025-06-28 07:48:00,0,Puntual,2025-06-28T07:48:00
G3,SCL,MAD,5655,2025-07-03 17:01:00,0,Puntual,2025-07-03T17:01:00
AR,EZE,MIA,2752,2025-01-19 14:10:00,0,Puntual,2025-01-19T14:10:00
AR,MAD,AEP,4391,2025-05-28 18:33:00,1,Retrasado,2025-05-28T18:33:00
AA,MAD,EZE,10366,2025-02-04 01:13:00,1,Retrasado,2025-02-04T01:13:00
IB,MAD,MIA,1275,2025-05-20 15:50:00,0,Puntual,2025-05-20T15:50:00
G3,MIA,MIA,5729,2025-08-25 12:59:00,0,Puntual,2025-08-25T12:59:00
LA,MAD,MIA,11457,2025-01-12 01:50:00,0,Puntual,2025-01-12T01:50:00
AR,SCL,GRU,8916,2025-05-20 07:24:00,0,Puntual,2025-05-20T07:24:00
G3,EZE,BOG,8053,2025-02-03 21:07:00,0,Puntual,2025-02-03T21:07:00
LA,LIM,MIA,563,2025-11-11 20:18:00,1,Retrasado,2025-11-11T20:18:00
IB,LIM,EZE,2287,2025-03-08 08:31:00,0,Puntual,2025-03-08T08:31:00
IB,MAD,BOG,7591,2025-12-11 09:02:00,0,Puntual,2025-12-11T09:02:00
G3,EZE,MAD,5556,2025-03-30 20:23:00,1,Retrasado,2025-03-30T20:23:00
LA,AEP,MAD,8569,2025-07-05 12:10:00,0,Puntual,2025-07-05T12:10:00
IB,LIM,EZE,10067,2025-05-31 06:55:00,0,Puntual,2025-05-31T06:55:00
G3,SCL,MIA,4415,2025-05-23 22:28:00,1,Retrasado,2025-05-23T22:28:00
IB,GRU,SCL,592,2025-04-02 04:27:00,0,Puntual,2025-04-02T04:27:00
IB,MIA,AEP,11434,2025-04-07 13:45:00,0,Puntual,2025-04-07T13:45:00
IB,EZE,MIA,2177,2025-10-15 20:44:00,1,Retrasado,2025-10-15T20:44:00
AA,LIM,MAD,6008,2025-08-16 14:11:00,0,Puntual,2025-08-16T14:11:00
LA,LIM,BOG,6230,2025-02-22 03:48:00,0,Puntual,2025-02-22T03:48:00
G3,BOG,LIM,4364,2025-11-16 07:28:00,1,Retrasado,2025-11-16T07:28:00
G3,AEP,EZE,11173,2025-10-14 06:09:00,1,Retrasado,2025-10-14T06:09:00
LA,GRU,MIA,5436,2025-01-09 16:05:00,0,Puntual,2025-01-09T16:05:00
LA,GRU,LIM,1901,2025-02-18 00:16:00,1,Retrasado,2025-02-18T00:16:00
LA,GRU,LIM,2106,2025-05-30 06:37:00,0,Puntual,2025-05-30T06:37:00
LA,SCL,LIM,11763,2025-11-20 02:44:00,0,Puntual,2025-11-20T02:44:00
AR,EZE,GRU,1397,2025-02-01 16:06:00,0,Puntual,2025-02-01T16:06:00
G3,AEP,LIM,11623,2025-07-27 06:50:00,0,Puntual,2025-07-27T06:50:00
AR,MAD,GRU,5087,2025-03-14 03:05:00,0,Puntual,2025-03-14T03:05:00
IB,BOG,AEP,4213,2025-05-01 08:54:00,0,Puntual,2025-05-01T08:54:00
IB,AEP,MIA,3631,2025-07-29 04:19:00,0,Puntual,2025-07-29T04:19:00
G3,AEP,LIM,2032,2025-10-26 07:58:00,0,Puntual,2025-10-26T07:58:00
IB,LIM,MIA,7035,2025-08-25 16:19:00,0,Puntual,2025-08-25T16:19:00
LA,AEP,BOG,10669,2025-07-22 10:21:00,0,Puntual,2025-07-22T10:21:00
AR,EZE,AEP,7786,2025-08-11 22:21:00,0,Puntual,2025-08-11T22:21:00
LA,BOG,GRU,2298,2025-02-06 21:55:00,0,Puntual,2025-02-06T21:55:00
IB,EZE,MIA,8662,2025-08-11 08:35:00,1,Retrasado,2025-08-11T08:35:00
AR,BOG,LIM,1851,2025-03-28 11:03:00,0,Puntual,2025-03-28T11:03:00
LA,BOG,MIA,10530,2025-02-20 19:07:00,1,Retrasado,2025-02-20T19:07:00
G3,LIM,MIA,11252,2025-03-30 06:37:00,1,Retrasado,2025-03-30T06:37:00
LA,EZE,MIA,7551,2025-03-09 16:46:00,0,Puntual,2025-03-09T16:46:00
IB,BOG,MIA,7358,2025-11-05 21:32:00,1,Retrasado,2025-11-05T21:32:00
AR,AEP,LIM,11683,2025-08-29 23:39:00,0,Puntual,2025-08-29T23:39:00
G3,EZE,BOG,10355,2025-11-21 17:40:00,1,Retrasado,2025-11-21T17:40:00
AR,BOG,AEP,11089,2025-11-23 20:04:00,0,Puntual,2025-11-23T20:04:00
G3,SCL,MIA,11895,2025-10-20 03:28:00,0,Puntual,2025-10-20T03:28:00
AR,GRU,BOG,1098,2025-01-17 12:42:00,0,Puntual,2025-01-17T12:42:00
IB,EZE,MAD,2544,2025-01-09 20:01:00,0,Puntual,2025-01-09T20:01:00
G3,LIM,GRU,758,2025-11-18 22:43:00,0,Puntual,2025-11-18T22:43:00
AA,SCL,AEP,5071,2025-10-19 04:18:00,1,Retrasado,2025-10-19T04:18:00
AR,SCL,LIM,8503,2025-12-13 02:10:00,0,Puntual,2025-12-13T02:10:00
AR,MIA,BOG,7468,2025-03-05 11:22:00,0,Puntual,2025-03-05T11:22:00
LA,EZE,GRU,10597,2025-07-24 06:13:00,0,Puntual,2025-07-24T06:13:00
G3,SCL,LIM,11711,2025-02-20 20:51:00,1,Retrasado,2025-02-20T20:51:00
AA,EZE,LIM,6676,2025-06-16 05:11:00,0,Puntual,2025-06-16T05:11:00
IB,EZE,AEP,7542,2025-06-12 04:51:00,0,Puntual,2025-06-12T04:51:00
LA,BOG,MAD,9079,2025-11-17 12:18:00,0,Puntual,2025-11-17T12:18:00
AA,EZE,GRU,10553,2025-07-23 10:31:00,0,Puntual,2025-07-23T10:31:00
G3,MIA,SCL,1297,2025-04-10 13:19:00,1,Retrasado,2025-04-10T13:19:00
AA,MAD,SCL,11195,2025-04-10 22:30:00,0,Puntual,2025-04-10T22:30:00
AR,EZE,SCL,6213,2025-10-23 08:01:00,0,Puntual,2025-10-23T08:01:00
AR,GRU,MAD,7811,2025-12-12 21:30:00,0,Puntual,2025-12-12T21:30:00
LA,MIA,GRU,4520,2025-08-09 10:03:00,0,Puntual,2025-08-09T10:03:00
G3,MAD,EZE,10617,2025-12-04 12:28:00,1,Retrasado,2025-12-04T12:28:00
G3,BOG,LIM,6411,2025-07-27 15:36:00,0,Puntual,2025-07-27T15:36:00
AA,EZE,MIA,4454,2025-06-23 13:12:00,0,Puntual,2025-06-23T13:12:00
LA,MAD,GRU,10319,2025-03-21 05:48:00,1,Retrasado,2025-03-21T05:48:00
G3,GRU,SCL,4812,2025-01-29 01:45:00,0,Puntual,2025-01-29T01:45:00
AR,MIA,GRU,9480,2025-05-13 05:47:00,0,Puntual,2025-05-13T05:47:00
AA,MIA,MAD,6139,2025-07-05 12:49:00,0,Puntual,2025-07-05T12:49:00
IB,BOG,LIM,6679,2025-07-07 10:28:00,0,Puntual,2025-07-07T10:28:00
AR,BOG,MIA,7279,2025-09-06 01:26:00,1,Retrasado,2025-09-06T01:26:00
LA,BOG,LIM,2556,2025-07-22 01:11:00,0,Puntual,2025-07-22T01:11:00
G3,MAD,MIA,9755,2025-07-14 13:17:00,0,Puntual,2025-07-14T13:17:00
AR,EZE,GRU,7602,2025-07-09 21:35:00,0,Puntual,2025-07-09T21:35:00
IB,AEP,MIA,7144,2025-02-25 21:23:00,0,Puntual,2025-02-25T21:23:00
IB,SCL,AEP,6285,2025-08-20 21:40:00,0,Puntual,2025-08-20T21:40:00
LA,MIA,AEP,1947,2025-07-18 05:30:00,0,Puntual,2025-07-18T05:30:00
AR,AEP,EZE,1014,2025-09-01 21:50:00,0,Puntual,2025-09-01T21:50:00
AA,LIM,BOG,2413,2025-12-08 15:58:00,0,Puntual,2025-12-08T15:58:00
AR,MIA,MAD,2451,2025-03-31 21:08:00,0,Puntual,2025-03-31T21:08:00
IB,SCL,BOG,6070,2025-11-28 10:39:00,0,Puntual,2025-11-28T10:39:00
LA,BOG,EZE,9465,2025-08-15 07:25:00,0,Puntual,2025-08-15T07:25:00
LA,SCL,BOG,828,2025-06-09 13:49:00,0,Puntual,2025-06-09T13:49:00
AA,EZE,BOG,9485,2025-07-15 00:18:00,0,Puntual,2025-07-15T00:18:00
LA,EZE,LIM,9653,2025-05-06 14:22:00,1,Retrasado,2025-05-06T14:22:00
LA,MIA,AEP,7013,2025-03-30 11:21:00,0,Puntual,2025-03-30T11:21:00
LA,MAD,GRU,6473,2025-04-12 15:49:00,0,Puntual,2025-04-12T15:49:00
LA,LIM,AEP,1910,2025-06-15 03:39:00,0,Puntual,2025-06-15T03:39:00
LA,SCL,BOG,8214,2025-05-23 16:28:00,0,Puntual,2025-05-23T16:28:00
IB,BOG,GRU,1637,2025-08-07 20:18:00,0,Puntual,2025-08-07T20:18:00
AR,EZE,LIM,5166,2025-09-04 16:01:00,0,Puntual,2025-09-04T16:01:00
G3,LIM,MAD,5657,2025-11-27 08:25:00,1,Retrasado,2025-11-27T08:25:00
LA,LIM,MIA,2068,2025-06-06 22:42:00,0,Puntual,2025-06-06T22:42:00
G3,EZE,GRU,4972,2025-03-26 23:38:00,1,Retrasado,2025-03-26T23:38:00
G3,GRU,EZE,8066,2025-02-26 19:18:00,0,Puntual,2025-02-26T19:18:00
IB,SCL,AEP,3774,2025-11-18 07:08:00,0,Puntual,2025-11-18T07:08:00
LA,LIM,MIA,3773,2025-11-21 23:04:00,0,Puntual,2025-11-21T23:04:00
G3,EZE,LIM,6743,2025-12-11 11:45:00,1,Retrasado,2025-12-11T11:45:00
LA,GRU,AEP,3969,2025-06-12 00:21:00,0,Puntual,2025-06-12T00:21:00
AA,EZE,BOG,6432,2025-08-07 10:28:00,0,Puntual,2025-08-07T10:28:00
AA,EZE,BOG,10655,2025-03-28 22:50:00,0,Puntual,2025-03-28T22:50:00
AA,LIM,BOG,10857,2025-01-16 11:59:00,0,Puntual,2025-01-16T11:59:00
G3,MAD,SCL,7064,2025-07-27 19:47:00,1,Retrasado,2025-07-27T19:47:00
AA,MAD,LIM,5862,2025-11-05 14:21:00,0,Puntual,2025-11-05T14:21:00
IB,BOG,MIA,5136,2025-10-13 18:47:00,0,Puntual,2025-10-13T18:47:00
IB,SCL,AEP,5846,2025-01-16 17:22:00,0,Puntual,2025-01-16T17:22:00
G3,EZE,SCL,10567,2025-03-01 11:19:00,1,Retrasado,2025-03-01T11:19:00
LA,SCL,GRU,1736,2025-08-23 07:43:00,0,Puntual,2025-08-23T07:43:00
AR,BOG,MAD,11438,2025-04-25 22:42:00,1,Retrasado,2025-04-25T22:42:00
LA,BOG,GRU,4708,2025-05-29 04:16:00,0,Puntual,2025-05-29T04:16:00
LA,BOG,EZE,4968,2025-06-01 04:20:00,0,Puntual,2025-06-01T04:20:00
LA,BOG,SCL,2846,2025-03-19 19:13:00,0,Puntual,2025-03-19T19:13:00
LA,MIA,AEP,1542,2025-06-11 09:32:00,0,Puntual,2025-06-11T09:32:00
AR,LIM,SCL,5266,2025-11-22 20:10:00,0,Puntual,2025-11-22T20:10:00
AA,LIM,GRU,4606,2025-07-18 07:11:00,0,Puntual,2025-07-18T07:11:00
LA,MIA,AEP,8699,2025-10-22 15:52:00,1,Retrasado,2025-10-22T15:52:00
IB,EZE,LIM,7820,2025-05-17 11:57:00,0,Puntual,2025-05-17T11:57:00
G3,MIA,EZE,4231,2025-09-01 04:55:00,1,Retrasado,2025-09-01T04:55:00
G3,EZE,LIM,10265,2025-08-17 18:10:00,0,Puntual,2025-08-17T18:10:00
IB,MAD,MIA,7802,2025-11-13 22:58:00,0,Puntual,2025-11-13T22:58:00
LA,LIM,MIA,5992,2025-11-30 00:01:00,0,Puntual,2025-11-30T00:01:00
AR,AEP,MIA,960,2025-04-04 21:15:00,0,Puntual,2025-04-04T21:15:00
AA,GRU,AEP,11998,2025-11-17 19:42:00,1,Retrasado,2025-11-17T19:42:00
G3,LIM,GRU,2802,2025-06-17 05:04:00,0,Puntual,2025-06-17T05:04:00
AA,MIA,AEP,3133,2025-01-14 02:58:00,1,Retrasado,2025-01-14T02:58:00
AR,MIA,LIM,10043,2025-10-29 14:03:00,1,Retrasado,2025-10-29T14:03:00
G3,MAD,MIA,861,2025-08-02 22:50:00,1,Retrasado,2025-08-02T22:50:00
AA,MIA,LIM,5993,2025-09-21 09:58:00,0,Puntual,2025-09-21T09:58:00
AR,EZE,GRU,7646,2025-06-23 15:38:00,0,Puntual,2025-06-23T15:38:00
AA,EZE,LIM,1287,2025-08-22 18:48:00,0,Puntual,2025-08-22T18:48:00
LA,AEP,LIM,708,2025-04-07 13:44:00,0,Puntual,2025-04-07T13:44:00
AR,AEP,EZE,8958,2025-03-26 02:52:00,0,Puntual,2025-03-26T02:52:00
AA,LIM,BOG,5592,2025-08-09 08:37:00,0,Puntual,2025-08-09T08:37:00
LA,AEP,MIA,1053,2025-07-08 10:50:00,0,Puntual,2025-07-08T10:50:00
LA,EZE,GRU,8525,2025-10-13 00:36:00,0,Puntual,2025-10-13T00:36:00
AR,SCL,MIA,10279,2025-10-01 12:17:00,0,Puntual,2025-10-01T12:17:00
IB,BOG,SCL,5016,2025-07-27 00:06:00,0,Puntual,2025-07-27T00:06:00
G3,BOG,SCL,6951,2025-05-30 04:00:00,0,Puntual,2025-05-30T04:00:00
AR,AEP,SCL,9810,2025-07-04 17:39:00,0,Puntual,2025-07-04T17:39:00
LA,AEP,GRU,2013,2025-11-17 13:20:00,0,Puntual,2025-11-17T13:20:00
LA,EZE,MIA,10618,2025-12-15 05:14:00,0,Puntual,2025-12-15T05:14:00
AR,MAD,LIM,7925,2025-12-10 02:34:00,1,Retrasado,2025-12-10T02:34:00
IB,LIM,EZE,5851,2025-09-01 07:44:00,0,Puntual,2025-09-01T07:44:00
G3,MIA,AEP,7249,2025-02-16 12:38:00,0,Puntual,2025-02-16T12:38:00
AA,LIM,AEP,11753,2025-11-08 08:10:00,0,Puntual,2025-11-08T08:10:00
AR,GRU,LIM,7505,2025-04-29 12:11:00,0,Puntual,2025-04-29T12:11:00
G3,BOG,LIM,8912,2025-07-26 07:08:00,0,Puntual,2025-07-26T07:08:00
G3,SCL,BOG,2844,2025-08-21 03:52:00,0,Puntual,2025-08-21T03:52:00
LA,BOG,SCL,7654,2025-02-27 22:00:00,0,Puntual,2025-02-27T22:00:00
AA,EZE,GRU,2471,2025-01-13 18:34:00,1,Retrasado,2025-01-13T18:34:00
AR,LIM,MIA,4938,2025-04-22 18:25:00,0,Puntual,2025-04-22T18:25:00
LA,SCL,LIM,5824,2025-12-22 15:03:00,0,Puntual,2025-12-22T15:03:00
LA,EZE,LIM,10676,2025-01-17 10:30:00,0,Puntual,2025-01-17T10:30:00
IB,GRU,MAD,9583,2025-04-09 15:03:00,0,Puntual,2025-04-09T15:03:00
G3,SCL,EZE,6169,2025-05-16 12:21:00,0,Puntual,2025-05-16T12:21:00
AR,LIM,AEP,5661,2025-01-22 09:56:00,0,Puntual,2025-01-22T09:56:00
AR,SCL,EZE,1705,2025-01-05 23:48:00,0,Puntual,2025-01-05T23:48:00
AR,GRU,EZE,9910,2025-07-26 02:41:00,0,Puntual,2025-07-26T02:41:00
LA,AEP,BOG,2355,2025-04-02 09:50:00,0,Puntual,2025-04-02T09:50:00
IB,LIM,SCL,2499,2025-06-19 00:10:00,0,Puntual,2025-06-19T00:10:00
AA,GRU,EZE,2935,2025-01-19 04:35:00,1,Retrasado,2025-01-19T04:35:00
LA,MIA,MIA,11666,2025-01-11 00:43:00,0,Puntual,2025-01-11T00:43:00
AA,MIA,BOG,7280,2025-01-05 03:09:00,0,Puntual,2025-01-05T03:09:00
IB,BOG,LIM,3598,2025-07-30 02:35:00,1,Retrasado,2025-07-30T02:35:00
G3,MIA,MIA,3886,2025-05-06 04:53:00,0,Puntual,2025-05-06T04:53:00
AR,LIM,BOG,5940,2025-06-30 21:22:00,0,Puntual,2025-06-30T21:22:00
AA,MIA,MIA,10508,2025-09-20 12:21:00,0,Puntual,2025-09-20T12:21:00
LA,MIA,BOG,6936,2025-08-14 11:05:00,0,Puntual,2025-08-14T11:05:00
AA,SCL,BOG,2277,2025-05-25 09:16:00,0,Puntual,2025-05-25T09:16:00
G3,AEP,GRU,7903,2025-07-17 09:05:00,0,Puntual,2025-07-17T09:05:00
AR,BOG,MIA,7358,2025-04-01 03:28:00,0,Puntual,2025-04-01T03:28:00
AA,EZE,GRU,11196,2025-09-02 16:06:00,0,Puntual,2025-09-02T16:06:00
G3,BOG,LIM,3439,2025-10-02 13:31:00,1,Retrasado,2025-10-02T13:31:00
LA,BOG,SCL,1338,2025-10-21 11:29:00,0,Puntual,2025-10-21T11:29:00
IB,BOG,SCL,11393,2025-03-30 09:17:00,0,Puntual,2025-03-30T09:17:00
LA,GRU,BOG,6225,2025-05-04 07:41:00,0,Puntual,2025-05-04T07:41:00
AR,EZE,SCL,5259,2025-05-05 12:26:00,0,Puntual,2025-05-05T12:26:00
LA,GRU,AEP,5360,2025-11-28 06:51:00,0,Puntual,2025-11-28T06:51:00
LA,AEP,BOG,3638,2025-12-07 06:39:00,0,Puntual,2025-12-07T06:39:00
LA,AEP,MIA,675,2025-03-30 20:07:00,1,Retrasado,2025-03-30T20:07:00
LA,MAD,AEP,5105,2025-06-24 07:44:00,0,Puntual,2025-06-24T07:44:00
AR,MAD,AEP,3662,2025-04-17 10:11:00,0,Puntual,2025-04-17T10:11:00
G3,SCL,AEP,3252,2025-02-12 12:42:00,0,Puntual,2025-02-12T12:42:00
AA,AEP,SCL,9881,2025-01-29 02:19:00,0,Puntual,2025-01-29T02:19:00
IB,AEP,MIA,1337,2025-02-12 06:59:00,0,Puntual,2025-02-12T06:59:00
AA,GRU,MAD,8345,2025-01-13 05:17:00,0,Puntual,2025-01-13T05:17:00
AA,SCL,MIA,3233,2025-12-15 12:12:00,0,Puntual,2025-12-15T12:12:00
IB,AEP,LIM,8188,2025-07-08 07:56:00,1,Retrasado,2025-07-08T07:56:00
AR,LIM,MAD,5706,2025-06-15 15:57:00,0,Puntual,2025-06-15T15:57:00
IB,EZE,MIA,3153,2025-12-17 04:51:00,0,Puntual,2025-12-17T04:51:00
AR,GRU,LIM,6640,2025-08-10 07:17:00,0,Puntual,2025-08-10T07:17:00
AA,AEP,SCL,7719,2025-03-17 14:33:00,0,Puntual,2025-03-17T14:33:00
AR,GRU,AEP,11942,2025-01-10 20:46:00,0,Puntual,2025-01-10T20:46:00
G3,GRU,EZE,3849,2025-11-03 22:00:00,0,Puntual,2025-11-03T22:00:00
IB,MIA,BOG,3810,2025-08-25 14:30:00,1,Retrasado,2025-08-25T14:30:00
G3,SCL,MAD,5180,2025-07-05 11:18:00,0,Puntual,2025-07-05T11:18:00
AA,MAD,EZE,2886,2025-05-25 17:59:00,1,Retrasado,2025-05-25T17:59:00
IB,SCL,AEP,5691,2025-11-27 06:31:00,0,Puntual,2025-11-27T06:31:00
AA,GRU,MAD,873,2025-07-27 01:22:00,0,Puntual,2025-07-27T01:22:00
G3,SCL,EZE,5175,2025-12-31 06:25:00,0,Puntual,2025-12-31T06:25:00
AA,BOG,MIA,1761,2025-06-05 01:33:00,0,Puntual,2025-06-05T01:33:00
IB,LIM,MIA,8133,2025-09-20 00:33:00,0,Puntual,2025-09-20T00:33:00
IB,LIM,AEP,8812,2025-06-07 11:40:00,0,Puntual,2025-06-07T11:40:00
AA,GRU,MIA,6032,2025-10-21 16:07:00,0,Puntual,2025-10-21T16:07:00
IB,BOG,MIA,6342,2025-05-07 03:00:00,0,Puntual,2025-05-07T03:00:00
IB,LIM,AEP,4345,2025-06-30 04:10:00,0,Puntual,2025-06-30T04:10:00
AA,MIA,MAD,3384,2025-03-25 20:41:00,0,Puntual,2025-03-25T20:41:00
G3,AEP,BOG,11309,2025-04-17 21:11:00,0,Puntual,2025-04-17T21:11:00
IB,GRU,MIA,4638,2025-01-08 12:18:00,0,Puntual,2025-01-08T12:18:00
IB,MIA,GRU,6123,2025-01-05 07:22:00,0,Puntual,2025-01-05T07:22:00
IB,SCL,BOG,11960,2025-06-19 10:55:00,0,Puntual,2025-06-19T10:55:00
IB,EZE,SCL,10734,2025-01-28 01:06:00,1,Retrasado,2025-01-28T01:06:00
AA,SCL,AEP,2619,2025-07-13 20:55:00,0,Puntual,2025-07-13T20:55:00
G3,MIA,GRU,8216,2025-10-10 07:14:00,0,Puntual,2025-10-10T07:14:00
G3,MAD,BOG,990,2025-11-15 10:07:00,0,Puntual,2025-11-15T10:07:00
AR,MAD,EZE,3545,2025-11-11 11:08:00,0,Puntual,2025-11-11T11:08:00
IB,AEP,BOG,882,2025-03-19 22:12:00,0,Puntual,2025-03-19T22:12:00
IB,SCL,MIA,1304,2025-10-22 11:38:00,0,Puntual,2025-10-22T11:38:00
AR,BOG,MAD,6085,2025-06-07 05:25:00,1,Retrasado,2025-06-07T05:25:00
G3,AEP,LIM,9869,2025-09-04 23:20:00,0,Puntual,2025-09-04T23:20:00
LA,LIM,BOG,2717,2025-10-05 06:56:00,0,Puntual,2025-10-05T06:56:00
LA,BOG,MIA,9987,2025-05-26 09:49:00,0,Puntual,2025-05-26T09:49:00
G3,BOG,MIA,9609,2025-03-22 04:06:00,0,Puntual,2025-03-22T04:06:00
IB,BOG,LIM,7777,2025-12-18 00:51:00,0,Puntual,2025-12-18T00:51:00
LA,BOG,AEP,7094,2025-07-24 05:26:00,0,Puntual,2025-07-24T05:26:00
AA,MAD,MIA,7286,2025-01-17 19:52:00,0,Puntual,2025-01-17T19:52:00
AA,SCL,EZE,6666,2025-04-23 06:27:00,0,Puntual,2025-04-23T06:27:00
AR,LIM,BOG,2914,2025-08-25 01:25:00,0,Puntual,2025-08-25T01:25:00
G3,MAD,LIM,1150,2025-09-20 08:56:00,0,Puntual,2025-09-20T08:56:00
G3,GRU,EZE,8669,2025-11-16 01:00:00,1,Retrasado,2025-11-16T01:00:00
LA,LIM,AEP,5415,2025-02-02 00:14:00,1,Retrasado,2025-02-02T00:14:00
IB,MAD,MIA,10978,2025-12-08 04:02:00,0,Puntual,2025-12-08T04:02:00
G3,AEP,LIM,11443,2025-10-16 09:17:00,1,Retrasado,2025-10-16T09:17:00
LA,MAD,GRU,3698,2025-07-19 07:13:00,0,Puntual,2025-07-19T07:13:00
LA,LIM,BOG,1441,2025-01-18 18:42:00,0,Puntual,2025-01-18T18:42:00
G3,LIM,GRU,9232,2025-06-22 07:33:00,0,Puntual,2025-06-22T07:33:00
LA,AEP,MAD,11372,2025-09-25 16:31:00,0,Puntual,2025-09-25T16:31:00
AR,EZE,AEP,6305,2025-04-21 15:41:00,0,Puntual,2025-04-21T15:41:00
AR,SCL,MAD,4227,2025-12-18 19:35:00,0,Puntual,2025-12-18T19:35:00
G3,LIM,GRU,3029,2025-04-17 01:11:00,0,Puntual,2025-04-17T01:11:00
IB,MAD,GRU,1702,2025-10-06 16:02:00,0,Puntual,2025-10-06T16:02:00
AR,AEP,GRU,5464,2025-02-23 12:05:00,0,Puntual,2025-02-23T12:05:00
AR,BOG,MAD,1150,2025-04-07 18:13:00,1,Retrasado,2025-04-07T18:13:00
G3,SCL,LIM,3506,2025-03-06 08:49:00,0,Puntual,2025-03-06T08:49:00
